customer_id,age,gender,region,marital_status,policy_tenure,policy_type,monthly_premium,num_claims,satisfaction_score,complaints_filed,last_interaction_days,churn
100,32,Male,East,Married,2,Basic,22209,2,1,1,51,1
101,62,Male,South,Married,9,Basic,119828,3,1,3,276,1
102,18,Male,North,Married,5,Standard,84681,1,5,2,234,0
103,42,Female,North,Divorced,3,Basic,64345,1,3,0,242,0
104,24,Male,North,Married,4,Premium,52585,3,1,1,258,1
105,26,Male,North,Divorced,6,Standard,44638,2,5,1,237,0
106,41,Male,North,Single,10,Premium,30645,0,2,1,32,1
107,18,Male,East,Divorced,1,Basic,28408,5,3,2,348,1
108,61,Female,East,Married,7,Standard,22521,5,1,0,248,1
109,25,Female,West,Single,8,Basic,97414,1,1,3,132,1
110,41,Male,North,Divorced,7,Premium,138432,3,1,3,263,1
111,28,Female,South,Single,7,Basic,133520,0,5,3,259,0
112,68,Male,North,Single,9,Premium,48221,2,2,3,281,1
113,34,Male,East,Single,4,Basic,110131,3,3,3,250,1
114,25,Female,North,Divorced,7,Premium,26923,1,1,3,265,1
115,52,Female,East,Married,9,Basic,91761,0,4,3,215,0
116,52,Male,West,Divorced,5,Standard,17202,0,3,0,215,0
117,50,Male,West,Married,2,Standard,105675,1,4,0,282,0
118,22,Female,West,Divorced,5,Basic,120443,0,5,2,320,0
119,59,Male,East,Divorced,4,Premium,21218,5,1,1,18,1
120,56,Female,North,Divorced,8,Basic,55692,1,3,0,347,0
121,58,Male,North,Married,5,Standard,107148,5,3,1,2,0
122,45,Male,South,Divorced,9,Premium,16716,3,1,2,1,1
123,24,Female,East,Single,9,Basic,26088,4,2,0,304,1
124,26,Female,South,Divorced,3,Basic,41001,2,5,2,363,0
125,25,Female,West,Single,10,Premium,141022,3,1,0,216,1
126,29,Female,North,Married,6,Basic,14286,5,3,0,164,0
127,51,Female,East,Married,6,Standard,145811,2,2,3,191,1
128,50,Female,South,Divorced,4,Standard,40158,2,3,1,75,0
129,65,Female,South,Divorced,10,Premium,110393,5,4,2,26,1
130,40,Male,South,Divorced,3,Basic,15605,5,3,3,262,0
131,41,Male,North,Single,1,Basic,66492,1,5,0,282,0
132,54,Male,North,Married,7,Standard,13321,4,1,0,221,1
133,52,Female,North,Single,5,Premium,22170,5,3,2,43,1
134,61,Female,East,Single,10,Premium,66045,2,4,1,122,0
135,57,Female,North,Divorced,7,Premium,120540,2,4,2,129,0
136,39,Male,East,Divorced,1,Standard,111101,3,1,0,265,1
137,44,Female,South,Single,8,Standard,10818,4,4,3,283,0
138,52,Female,South,Single,3,Premium,18434,4,1,2,71,1
139,18,Male,West,Divorced,7,Premium,131494,2,5,3,259,0
140,52,Female,North,Divorced,3,Basic,40571,4,1,1,201,1
141,54,Male,South,Single,3,Basic,50694,3,2,1,130,1
142,64,Male,North,Divorced,10,Premium,104426,1,4,3,330,0
143,31,Female,East,Divorced,9,Standard,128792,2,4,1,81,0
144,20,Female,South,Single,2,Standard,55485,0,3,3,254,1
145,18,Female,North,Single,4,Basic,67198,2,2,3,65,1
146,22,Male,South,Married,6,Premium,108316,2,3,3,146,0
147,43,Male,South,Single,3,Standard,98970,1,1,1,134,1
148,31,Male,North,Divorced,10,Standard,82928,5,5,3,102,0
149,56,Female,South,Single,10,Standard,97798,5,4,1,42,0
150,44,Female,South,Single,7,Standard,62290,0,5,3,196,0
151,26,Female,South,Single,7,Basic,132664,0,1,3,360,1
152,32,Female,South,Married,5,Standard,21766,0,1,1,260,1
153,32,Male,East,Married,3,Standard,98247,5,2,3,99,1
154,43,Male,South,Divorced,2,Premium,23292,1,3,3,65,0
155,59,Male,West,Married,4,Premium,82944,4,4,1,297,0
156,30,Male,South,Single,4,Basic,116446,0,4,0,223,0
157,68,Female,North,Married,8,Basic,44533,4,5,2,245,1
158,49,Female,West,Single,8,Basic,90773,3,2,1,183,1
159,56,Female,East,Married,5,Basic,134433,1,1,3,149,1
160,66,Male,West,Married,6,Standard,146850,4,2,2,116,1
161,69,Male,West,Married,8,Premium,45059,5,4,2,320,1
162,49,Female,West,Single,1,Standard,132418,5,3,3,258,1
163,21,Female,North,Married,5,Standard,145938,0,5,3,79,0
164,47,Male,North,Single,4,Standard,83965,0,1,0,231,0
165,54,Female,North,Single,4,Premium,70661,4,1,3,357,1
166,40,Male,East,Divorced,2,Basic,53352,5,1,2,119,1
167,56,Male,North,Married,10,Basic,120051,4,3,3,74,0
168,62,Male,North,Divorced,1,Premium,98373,3,4,2,9,1
169,32,Female,West,Divorced,6,Premium,44075,1,4,1,279,0
170,60,Female,North,Single,7,Basic,101931,5,2,1,270,1
171,46,Male,South,Married,5,Standard,34104,2,2,2,54,1
172,53,Female,North,Single,8,Basic,75827,5,4,1,45,1
173,30,Male,East,Single,9,Premium,79222,3,1,0,225,1
174,49,Male,East,Married,2,Basic,142714,5,3,2,16,1
175,24,Male,South,Single,4,Basic,107013,3,4,2,212,1
176,68,Male,East,Married,9,Basic,72845,5,3,3,200,0
177,39,Female,East,Married,5,Premium,18769,3,5,0,241,0
178,45,Male,West,Single,3,Premium,105369,0,1,3,102,1
179,19,Male,South,Single,6,Basic,60375,4,5,0,95,0
180,59,Female,West,Divorced,3,Basic,22268,5,4,0,185,0
181,62,Male,West,Single,5,Standard,84174,1,2,0,136,1
182,23,Male,North,Married,3,Standard,112677,0,4,2,25,0
183,45,Female,South,Divorced,6,Basic,40496,3,5,1,318,0
184,45,Female,North,Married,10,Premium,88807,1,3,1,333,0
185,61,Female,North,Divorced,5,Standard,29465,0,4,3,50,0
186,61,Male,West,Single,9,Basic,149322,2,2,3,169,1
187,37,Female,East,Single,3,Standard,70503,5,5,1,290,0
188,47,Female,South,Single,6,Standard,31310,5,4,1,100,0
189,28,Male,East,Married,8,Standard,140301,3,5,0,81,0
190,45,Male,West,Divorced,7,Premium,103518,0,5,3,12,0
191,42,Male,West,Married,6,Basic,42206,0,1,3,208,1
192,56,Male,West,Divorced,2,Premium,19764,3,3,3,77,1
193,50,Male,West,Single,7,Premium,144048,2,1,3,75,1
194,18,Female,West,Married,8,Standard,148498,5,5,1,170,1
195,44,Female,West,Single,1,Basic,36710,4,2,1,311,1
196,69,Female,East,Married,9,Standard,51387,2,2,2,348,1
197,30,Male,North,Single,4,Premium,147558,3,1,2,179,1
198,58,Male,East,Married,8,Premium,122418,4,2,1,88,1
199,20,Male,South,Married,10,Basic,32623,0,5,0,265,0
200,56,Female,East,Divorced,7,Premium,33806,2,4,1,222,0
201,23,Female,West,Single,10,Premium,147045,2,5,0,3,0
202,25,Male,East,Divorced,7,Basic,124162,5,4,3,118,0
203,44,Female,North,Divorced,2,Standard,15521,5,2,2,136,1
204,26,Male,South,Single,1,Basic,22891,4,3,0,187,0
205,54,Female,East,Married,4,Premium,92331,0,3,3,30,0
206,50,Female,North,Divorced,2,Basic,32474,2,5,1,67,1
207,68,Female,East,Single,8,Standard,20687,4,5,2,311,0
208,59,Male,South,Married,10,Premium,108550,2,2,1,299,1
209,61,Female,East,Divorced,7,Standard,98762,5,3,3,217,0
210,41,Female,West,Divorced,8,Standard,98484,0,3,3,158,0
211,32,Male,East,Divorced,6,Basic,110475,0,5,1,71,0
212,49,Female,North,Married,1,Standard,54291,1,3,3,318,0
213,49,Male,East,Divorced,9,Basic,58296,4,5,3,110,0
214,41,Male,North,Married,6,Basic,50225,5,1,0,285,1
215,58,Male,South,Divorced,10,Standard,44828,5,3,1,258,1
216,69,Male,East,Single,1,Basic,43712,5,4,1,90,1
217,66,Male,South,Divorced,1,Basic,36823,3,2,2,361,1
218,66,Female,South,Single,8,Standard,146433,2,5,0,57,0
219,69,Male,East,Single,6,Premium,101374,0,3,0,298,0
220,29,Male,North,Single,8,Basic,90174,2,3,3,49,0
221,56,Male,South,Married,8,Basic,48052,2,5,2,185,0
222,19,Male,South,Single,8,Standard,33265,3,4,2,199,1
223,20,Female,East,Divorced,10,Basic,100287,0,3,0,18,0
224,66,Male,East,Married,7,Standard,52012,1,1,2,198,1
225,54,Female,East,Single,7,Premium,20916,5,2,0,232,1
226,66,Male,East,Married,10,Premium,135462,4,5,2,27,0
227,34,Female,East,Married,4,Standard,85045,2,3,0,118,0
228,66,Male,West,Married,9,Premium,99860,3,2,0,54,1
229,19,Male,East,Divorced,2,Standard,52634,3,5,3,152,1
230,19,Female,North,Single,9,Basic,105479,4,5,3,225,1
231,45,Male,South,Married,10,Premium,84992,4,5,2,162,1
232,40,Female,North,Married,3,Basic,21369,0,4,3,150,0
233,54,Male,North,Married,2,Basic,29329,2,1,1,216,1
234,49,Female,West,Single,4,Standard,96700,2,5,1,319,0
235,50,Male,East,Married,5,Premium,112960,4,4,2,348,0
236,18,Male,South,Married,2,Premium,22410,5,5,0,340,0
237,36,Female,North,Divorced,1,Basic,143737,1,5,3,317,1
238,19,Male,East,Single,10,Basic,12684,2,4,2,338,0
239,61,Male,East,Divorced,5,Standard,29887,3,1,1,42,1
240,43,Male,West,Single,9,Premium,147252,5,2,0,352,1
241,49,Male,West,Single,5,Standard,56779,4,3,3,161,1
242,23,Male,West,Single,10,Standard,78095,2,5,0,74,0
243,49,Male,South,Divorced,9,Standard,137510,0,1,0,25,1
244,21,Female,North,Divorced,10,Premium,111261,4,3,3,303,1
245,28,Female,West,Divorced,6,Standard,66068,3,5,3,242,0
246,34,Female,West,Divorced,3,Premium,28113,0,3,1,173,0
247,55,Male,West,Married,4,Standard,52861,4,4,1,287,1
248,41,Female,North,Married,4,Basic,88487,4,1,0,159,1
249,22,Male,North,Married,1,Standard,35617,2,1,0,354,1
250,69,Male,West,Single,3,Standard,108330,0,2,1,218,1
251,51,Male,West,Married,3,Premium,143655,4,2,1,115,1
252,23,Male,East,Single,1,Basic,36250,5,3,0,241,0
253,39,Female,West,Divorced,9,Basic,13055,3,4,2,308,0
254,28,Male,South,Single,1,Premium,82337,0,3,2,212,1
255,65,Female,South,Single,9,Premium,137615,5,5,2,363,0
256,33,Male,West,Married,1,Basic,112255,2,1,3,86,1
257,50,Female,North,Divorced,2,Premium,70532,1,3,1,133,0
258,26,Female,East,Divorced,2,Basic,99376,4,3,2,268,1
259,23,Female,North,Married,6,Standard,19933,1,1,2,277,1
260,33,Female,West,Divorced,7,Standard,41979,4,1,1,265,1
261,46,Female,South,Divorced,1,Basic,55047,5,2,3,93,1
262,20,Female,East,Divorced,3,Basic,14137,2,2,2,91,1
263,37,Male,North,Married,2,Standard,21423,2,1,3,145,1
264,53,Female,North,Divorced,8,Standard,99851,2,3,3,360,0
265,36,Male,West,Single,9,Basic,44482,2,5,0,152,0
266,43,Female,East,Single,2,Premium,62483,0,3,1,155,1
267,20,Male,South,Divorced,2,Premium,44754,0,5,0,136,0
268,36,Female,West,Married,10,Basic,33363,4,1,2,253,1
269,37,Female,East,Married,9,Premium,27085,0,5,0,318,0
270,49,Male,North,Married,4,Standard,66889,4,2,1,29,1
271,24,Female,West,Divorced,5,Standard,112090,0,1,3,83,1
272,69,Female,North,Divorced,9,Premium,89951,0,4,3,330,0
273,58,Female,North,Single,6,Basic,138227,0,5,2,34,0
274,50,Male,West,Married,10,Standard,139925,3,5,1,316,1
275,57,Female,West,Single,9,Standard,66414,2,4,3,104,0
276,56,Male,West,Single,9,Standard,127159,3,4,2,233,0
277,35,Female,West,Married,7,Premium,96934,0,1,1,237,1
278,57,Female,West,Divorced,10,Basic,42691,0,3,1,223,0
279,18,Male,North,Divorced,9,Premium,64697,3,4,0,90,0
280,28,Female,South,Single,5,Basic,144116,5,5,3,333,0
281,45,Female,South,Single,5,Basic,13883,4,4,1,240,0
282,42,Male,West,Single,8,Premium,41712,2,1,3,218,1
283,67,Female,North,Single,10,Standard,123655,4,1,3,182,1
284,40,Male,South,Married,4,Basic,31545,5,5,1,257,1
285,48,Male,South,Single,9,Premium,28204,2,5,3,232,0
286,47,Male,South,Single,7,Standard,33268,1,5,0,189,0
287,59,Female,North,Divorced,7,Basic,94383,2,3,2,329,0
288,52,Male,West,Divorced,3,Basic,129755,4,5,2,344,1
289,24,Male,West,Divorced,4,Standard,106940,2,1,1,255,1
290,33,Female,West,Married,7,Basic,38436,1,1,0,45,0
291,43,Male,East,Married,5,Premium,145197,1,4,2,316,0
292,65,Female,East,Divorced,3,Basic,108524,0,5,0,86,0
293,69,Female,East,Divorced,1,Basic,96842,1,3,1,201,1
294,66,Female,North,Single,7,Standard,52973,3,2,0,359,1
295,19,Female,South,Single,6,Premium,86369,4,4,1,343,1
296,18,Male,South,Married,10,Standard,97533,3,3,2,212,1
297,65,Male,North,Married,7,Premium,43521,5,5,2,119,1
298,29,Male,North,Single,2,Standard,148560,3,3,2,298,1
299,22,Male,West,Divorced,4,Basic,49974,4,2,2,155,1
300,54,Male,West,Single,2,Premium,133900,5,3,3,186,1
301,49,Female,East,Married,8,Premium,52448,3,2,0,197,1
302,26,Male,East,Married,7,Basic,17938,3,2,0,337,1
303,58,Male,North,Single,1,Standard,114262,5,2,0,201,1
304,52,Male,East,Single,2,Premium,59934,3,3,1,266,1
305,36,Female,South,Single,2,Basic,75526,1,5,2,236,1
306,65,Female,North,Married,4,Basic,107204,4,1,2,194,1
307,33,Male,North,Divorced,3,Premium,31487,4,1,3,25,1
308,20,Female,South,Single,1,Premium,22869,4,3,3,259,1
309,37,Male,West,Married,2,Premium,124576,3,5,2,71,1
310,41,Male,West,Married,9,Basic,92209,1,1,0,28,0
311,50,Female,South,Married,1,Standard,92299,4,2,0,11,1
312,41,Female,South,Single,9,Standard,54933,2,3,2,349,0
313,69,Male,East,Single,7,Premium,86579,4,3,1,118,0
314,28,Male,North,Divorced,2,Basic,147958,0,4,0,208,0
315,66,Female,East,Married,2,Basic,100177,2,4,2,93,1
316,25,Male,South,Single,5,Premium,77719,4,4,2,141,0
317,53,Female,East,Married,5,Basic,104606,3,5,3,355,1
318,55,Male,South,Married,4,Basic,144846,4,3,3,11,0
319,57,Female,East,Divorced,10,Basic,39018,1,4,2,291,0
320,37,Male,East,Single,10,Premium,95839,1,3,1,239,0
321,52,Male,West,Single,3,Premium,43545,4,2,2,264,1
322,65,Female,South,Married,4,Premium,12566,3,4,0,263,0
323,42,Male,East,Married,10,Standard,86489,3,3,1,69,1
324,52,Male,North,Divorced,4,Standard,75355,3,5,1,70,0
325,42,Female,East,Divorced,2,Premium,82940,4,5,3,185,1
326,46,Male,East,Divorced,5,Basic,136731,4,5,2,124,1
327,35,Male,North,Divorced,5,Basic,108382,0,4,3,222,0
328,63,Male,South,Divorced,5,Premium,133865,1,5,0,11,0
329,35,Female,West,Divorced,10,Basic,32129,2,1,3,166,1
330,19,Female,West,Married,1,Basic,40845,2,2,0,91,1
331,52,Female,West,Divorced,6,Standard,89449,1,3,2,248,0
332,33,Male,North,Married,2,Basic,20739,5,1,2,341,1
333,58,Male,East,Married,7,Basic,143745,0,4,3,305,0
334,53,Male,South,Single,4,Premium,41171,1,3,3,291,0
335,50,Male,East,Married,5,Standard,99179,0,3,3,157,0
336,21,Female,West,Married,5,Standard,110022,5,5,0,88,0
337,50,Male,East,Divorced,5,Basic,118906,0,3,1,228,0
338,31,Male,North,Married,2,Premium,62930,3,3,1,134,1
339,38,Male,North,Divorced,5,Standard,59649,1,2,3,266,1
340,65,Female,South,Divorced,3,Standard,73503,2,4,3,84,0
341,37,Male,South,Divorced,4,Basic,126659,4,1,2,212,1
342,25,Male,West,Single,2,Standard,106875,5,5,3,218,1
343,24,Male,South,Divorced,4,Premium,148659,5,2,2,341,1
344,20,Male,East,Married,9,Premium,144599,4,1,0,237,1
345,34,Male,North,Divorced,8,Standard,61538,1,1,0,151,0
346,50,Female,North,Divorced,3,Premium,47455,4,2,0,174,1
347,65,Male,North,Divorced,1,Premium,30243,0,5,0,140,0
348,29,Male,South,Single,1,Basic,133793,4,4,3,55,1
349,68,Male,North,Married,6,Standard,121371,0,2,3,141,1
350,39,Male,North,Single,3,Standard,79231,0,2,2,74,1
351,39,Male,North,Married,4,Basic,84648,2,2,3,135,1
352,63,Male,West,Single,1,Basic,42059,4,5,2,317,1
353,47,Male,West,Married,8,Basic,82778,2,2,0,130,1
354,55,Male,South,Single,1,Basic,85477,4,2,2,232,1
355,55,Male,North,Divorced,5,Premium,65283,0,3,2,26,0
356,62,Male,South,Single,6,Premium,73853,4,3,3,69,0
357,68,Female,North,Single,2,Basic,30001,5,3,0,62,0
358,25,Female,North,Divorced,7,Standard,12700,5,3,1,200,1
359,44,Female,North,Divorced,7,Standard,127990,2,2,3,167,1
360,44,Female,South,Married,1,Standard,23339,3,3,3,116,1
361,51,Male,South,Married,4,Basic,136378,5,1,1,139,1
362,38,Female,North,Married,4,Premium,39543,2,4,0,232,0
363,47,Female,East,Single,5,Premium,45930,3,3,1,214,1
364,50,Male,South,Married,1,Premium,39044,1,5,2,208,1
365,45,Female,West,Single,1,Premium,88673,2,4,1,102,0
366,64,Female,South,Single,7,Standard,122997,5,1,0,298,1
367,50,Male,North,Married,9,Standard,93725,5,4,0,10,0
368,22,Male,East,Married,1,Premium,36012,4,4,1,123,1
369,65,Male,North,Single,2,Basic,88513,3,1,3,275,1
370,36,Female,West,Divorced,6,Premium,107585,5,3,1,4,1
371,21,Female,South,Divorced,6,Premium,31694,4,1,2,259,1
372,52,Male,South,Single,2,Basic,108760,3,5,1,209,1
373,66,Male,North,Married,9,Premium,42835,2,1,1,266,1
374,34,Female,North,Single,4,Standard,128777,2,2,1,262,1
375,61,Male,West,Single,7,Basic,28186,4,2,2,287,1
376,45,Female,East,Married,6,Basic,54391,2,4,1,31,0
377,47,Male,West,Divorced,3,Premium,115858,4,3,3,176,0
378,46,Male,East,Single,8,Standard,114199,0,3,2,9,0
379,63,Female,South,Divorced,7,Standard,38401,3,2,3,204,1
380,23,Male,East,Divorced,9,Standard,107764,4,5,2,108,0
381,52,Male,East,Married,3,Premium,68611,3,1,0,124,1
382,58,Male,South,Single,1,Premium,22202,0,1,0,238,1
383,54,Female,South,Single,2,Standard,43135,3,1,2,130,1
384,41,Male,South,Divorced,1,Premium,98121,4,5,2,234,1
385,46,Male,West,Divorced,5,Standard,123944,2,5,2,4,0
386,66,Male,South,Married,10,Premium,123765,3,1,0,220,1
387,63,Male,North,Divorced,2,Basic,73535,3,1,2,262,1
388,48,Male,South,Married,3,Basic,127328,5,5,0,30,0
389,52,Male,South,Single,8,Premium,145579,5,1,0,317,1
390,50,Female,South,Married,10,Premium,125473,0,5,2,77,0
391,69,Female,East,Divorced,5,Standard,123056,1,4,2,183,0
392,38,Male,West,Single,4,Basic,25475,2,2,2,292,1
393,49,Female,South,Married,5,Standard,89870,4,2,0,202,1
394,40,Female,West,Single,10,Premium,94366,0,5,1,157,0
395,50,Male,North,Married,6,Standard,133836,4,1,2,100,1
396,20,Female,North,Divorced,7,Standard,102814,4,2,1,122,1
397,35,Female,South,Divorced,9,Premium,94285,3,3,1,315,1
398,42,Female,North,Single,1,Basic,50185,0,1,1,110,1
399,59,Female,West,Single,4,Standard,74398,0,5,3,167,0
400,48,Female,East,Single,9,Premium,106682,5,3,1,130,1
401,20,Female,South,Married,5,Standard,86593,2,5,1,270,0
402,57,Female,North,Divorced,8,Premium,117518,1,1,0,138,0
403,63,Female,West,Single,1,Premium,65535,4,4,3,176,1
404,41,Male,West,Single,4,Premium,119626,2,4,0,64,0
405,67,Male,North,Single,9,Basic,124190,5,4,0,131,0
406,49,Female,West,Married,1,Basic,24060,2,1,1,328,1
407,64,Female,West,Single,1,Premium,73560,4,1,0,188,1
408,39,Male,South,Single,4,Basic,99610,3,3,2,277,1
409,40,Female,West,Married,3,Standard,42970,3,1,1,350,1
410,19,Female,North,Married,7,Basic,54088,4,1,2,147,1
411,44,Male,South,Single,3,Basic,21683,5,3,1,335,1
412,59,Male,North,Single,1,Standard,144034,5,3,1,20,1
413,19,Male,East,Married,10,Standard,110631,0,5,1,314,0
414,43,Female,North,Divorced,2,Standard,121789,1,2,3,42,1
415,34,Female,North,Married,10,Premium,55321,3,2,1,350,1
416,57,Male,South,Divorced,4,Standard,73565,1,5,2,344,0
417,50,Male,West,Single,1,Standard,130454,2,4,1,140,1
418,26,Female,North,Single,1,Standard,92095,2,1,1,9,1
419,60,Male,South,Divorced,8,Premium,123610,4,3,0,79,0
420,65,Female,East,Married,7,Basic,13532,4,3,1,338,0
421,56,Female,South,Single,8,Premium,124527,4,4,1,148,1
422,46,Male,South,Divorced,4,Basic,93463,5,3,1,193,1
423,59,Male,West,Married,6,Standard,15456,3,4,1,259,1
424,43,Female,North,Divorced,3,Premium,13413,1,5,1,136,0
425,52,Male,East,Married,8,Premium,17085,2,4,1,39,0
426,67,Male,South,Married,4,Basic,30563,1,2,3,320,1
427,42,Male,North,Married,3,Premium,47575,3,4,2,287,0
428,41,Male,North,Married,4,Premium,17386,1,5,3,150,0
429,30,Female,South,Divorced,6,Basic,110244,1,4,2,352,0
430,24,Female,North,Divorced,7,Premium,69150,5,5,3,5,0
431,53,Female,South,Divorced,7,Premium,136053,4,2,1,236,1
432,62,Female,South,Divorced,4,Standard,86566,5,1,3,236,1
433,37,Male,South,Divorced,8,Standard,139549,5,5,2,314,1
434,18,Male,East,Married,7,Standard,38812,1,1,0,105,0
435,25,Female,South,Single,2,Standard,98958,1,5,0,207,0
436,63,Female,West,Single,8,Standard,86181,5,4,1,239,1
437,33,Male,North,Divorced,9,Premium,24628,1,1,1,319,1
438,31,Female,East,Divorced,5,Premium,34486,5,5,2,317,1
